"place_name","state_ut","district","city_or_town","nearest_major_city","category","visibility","tourism_type","tourism_potential","circuit","description","experience_tags","source"
"Mahamaya Temple Ambikapur","Chhattisgarh","Surguja","Ambikapur","Ambikapur","Temple","Offbeat","Heritage & Religion","High","Mainpat-Surguja Circuit","Mahamaya Temple Ambikapur is a temple destination in Surguja, Chhattisgarh.","heritage, culture",""
"Sograh Aghor Ashram","Chhattisgarh","Jashpur","Jashpur Nagar","Ambikapur","Religious","Hidden","Heritage & Religion","High","Jashpur Waterfall & Forest Circuit","Sograh Aghor Ashram is a religious destination in Jashpur, Chhattisgarh.","heritage, culture",""
"Khuriarani Cave","Chhattisgarh","Jashpur","Bagicha","Ambikapur","Cave","Hidden","Nature & Geology","High","Jashpur Waterfall & Forest Circuit","Khuriarani Cave is a cave destination in Jashpur, Chhattisgarh.","nature, caves",""
"Damera","Chhattisgarh","Jashpur","Jashpur Nagar","Ambikapur","Heritage","Hidden","Heritage & Religion","High","Jashpur Waterfall & Forest Circuit","Damera is a heritage destination in Jashpur, Chhattisgarh.","heritage, culture",""
"Kunkuri Cathedral","Chhattisgarh","Jashpur","Kunkuri","Ambikapur","Heritage","Hidden","Heritage & Religion","High","Jashpur Waterfall & Forest Circuit","Kunkuri Cathedral is a heritage destination in Jashpur, Chhattisgarh.","heritage, culture",""
"Rani Dah Waterfall","Chhattisgarh","Jashpur","Bagicha","Ambikapur","Waterfall","Hidden","Nature","High","Jashpur Waterfall & Forest Circuit","Rani Dah Waterfall is a waterfall destination in Jashpur, Chhattisgarh.","nature, waterfalls",""
"Danpuri Waterfall","Chhattisgarh","Jashpur","Bagicha","Ambikapur","Waterfall","Hidden","Nature","High","Jashpur Waterfall & Forest Circuit","Danpuri Waterfall is a waterfall destination in Jashpur, Chhattisgarh.","nature, waterfalls",""
"Rajpuri Waterfall","Chhattisgarh","Jashpur","Bagicha","Ambikapur","Waterfall","Hidden","Nature","High","Jashpur Waterfall & Forest Circuit","Rajpuri Waterfall is a waterfall destination in Jashpur, Chhattisgarh.","nature, waterfalls",""
"Kailash Gupha","Chhattisgarh","Jashpur","Bagicha","Ambikapur","Cave","Hidden","Nature & Geology","High","Jashpur Waterfall & Forest Circuit","Kailash Gupha is a cave destination in Jashpur, Chhattisgarh.","nature, caves",""
"Gullu Waterfall","Chhattisgarh","Jashpur","Jashpur Nagar","Ambikapur","Waterfall","Hidden","Nature","High","Jashpur Waterfall & Forest Circuit","Gullu Waterfall is a waterfall destination in Jashpur, Chhattisgarh.","nature, waterfalls",""
"Badalkhol Wildlife Sanctuary","Chhattisgarh","Jashpur","Jashpur Nagar","Ambikapur","Wildlife","Famous","Wildlife","High","Jashpur Waterfall & Forest Circuit","Badalkhol Wildlife Sanctuary is a wildlife destination in Jashpur, Chhattisgarh.","wildlife",""
"Bel Mahadev","Chhattisgarh","Jashpur","Jashpur Nagar","Ambikapur","Religious","Lesser-known","Heritage & Religion","High","Jashpur Waterfall & Forest Circuit","Bel Mahadev is a religious destination in Jashpur, Chhattisgarh.","heritage, culture",""
"Achanakmar Tiger Reserve","Chhattisgarh","Mungeli","Lormi","Bilaspur","Wildlife","Famous","Wildlife","High","Bilaspur Heritage Circuit","Achanakmar Tiger Reserve is a wildlife destination in Mungeli, Chhattisgarh.","wildlife",""
"Karkabhat Megalithic Site","Chhattisgarh","Balod","Gunderdehi","Raipur","Archaeological","Hidden","Heritage & Religion","High","Chhattisgarh Offbeat Circuit","Megalithic heritage site identified as an offbeat archaeological attraction.","archaeology, history, heritage, culture",""
"Dipadih Archaeological Site","Chhattisgarh","Balrampur","Rajpur","Ambikapur","Archaeological","Hidden","Heritage & Religion","High","Chhattisgarh Offbeat Circuit","Archaeological and sculptural heritage site in northern Chhattisgarh.","archaeology, history, heritage, culture",""
"Ghotul Tribal Cultural Experience","Chhattisgarh","Bastar","Jagdalpur","Jagdalpur","Culture","Hidden","Culture & Rural Tourism","High","Bastar-Jagdalpur Circuit","Tribal cultural experience associated with Bastar's traditional social institutions.","culture, local traditions",""
"Sonabai Craft Village","Chhattisgarh","Bastar","Jagdalpur","Jagdalpur","Culture","Hidden","Culture & Rural Tourism","High","Bastar-Jagdalpur Circuit","Craft-focused cultural experience representing local artisan traditions.","culture, local traditions",""
"Sheorinarayan","Chhattisgarh","Janjgir-Champa","Sheorinarayan","Bilaspur","Religious","Lesser-known","Heritage & Religion","High","Chhattisgarh Offbeat Circuit","Sheorinarayan is a religious destination in Janjgir-Champa, Chhattisgarh.","heritage, culture",""
"Shivrinarayan Temple","Chhattisgarh","Janjgir-Champa","Sheorinarayan","Bilaspur","Temple","Offbeat","Heritage & Religion","High","Chhattisgarh Offbeat Circuit","Shivrinarayan Temple is a temple destination in Janjgir-Champa, Chhattisgarh.","heritage, culture",""
"Devrani Jethani Temple","Chhattisgarh","Bilaspur","Tala","Bilaspur","Heritage","Hidden","Heritage & Religion","High","Bilaspur Heritage Circuit","Devrani Jethani Temple is a heritage destination in Bilaspur, Chhattisgarh.","heritage, culture",""
"Kharaud Laxmaneshwar Temple","Chhattisgarh","Janjgir-Champa","Kharaud","Bilaspur","Temple","Hidden","Heritage & Religion","High","Chhattisgarh Offbeat Circuit","Kharaud Laxmaneshwar Temple is a temple destination in Janjgir-Champa, Chhattisgarh.","heritage, culture",""
"Kharod","Chhattisgarh","Janjgir-Champa","Kharod","Bilaspur","Heritage","Hidden","Heritage & Religion","High","Chhattisgarh Offbeat Circuit","Kharod is a heritage destination in Janjgir-Champa, Chhattisgarh.","heritage, culture",""
"Sukma Waterfall","Chhattisgarh","Sukma","Sukma","Jagdalpur","Waterfall","Hidden","Nature","High","South Bastar Circuit","Sukma Waterfall is a waterfall destination in Sukma, Chhattisgarh.","nature, waterfalls",""
"Dornapal","Chhattisgarh","Sukma","Dornapal","Jagdalpur","Nature","Hidden","Nature","High","South Bastar Circuit","Dornapal is a nature destination in Sukma, Chhattisgarh.","nature",""
"Nambi Jaldhara","Chhattisgarh","Bijapur","Usur","Bijapur","Waterfall","Hidden","Nature","High","South Bastar Circuit","Nambi Jaldhara is a waterfall destination in Bijapur, Chhattisgarh.","nature, waterfalls",""
"Pawai Waterfall","Chhattisgarh","Surguja","Surajpur","Ambikapur","Waterfall","Hidden","Nature","High","Mainpat-Surguja Circuit","Pawai Waterfall is a waterfall destination in Surguja, Chhattisgarh.","nature, waterfalls",""
"Amritdhara Waterfall","Chhattisgarh","Korea","Manendragarh","Ambikapur","Waterfall","Hidden","Nature","High","Chhattisgarh Offbeat Circuit","Amritdhara Waterfall is a waterfall destination in Korea, Chhattisgarh.","nature, waterfalls",""
"Ling-Darha Waterfall","Chhattisgarh","Kondagaon","Keshkal","Jagdalpur","Waterfall","Hidden","Nature","High","Keshkal-Kondagaon Circuit","Ling-Darha Waterfall is a waterfall destination in Kondagaon, Chhattisgarh.","nature, waterfalls",""
